,ka_hh,ka_vv,ka_hv,ka_range,ka_vh
26,1.7516497858885398e-06,1.7001801053911365e-06,1.6557451208332922e-06,-2.1716357421875,1.6557451208332922e-06
27,1.5811432890041746e-06,1.8140529445973892e-06,1.7545422983987497e-06,-2.16400634765625,1.7545422983987497e-06
28,1.031365312175387e-06,1.6734291788003914e-06,1.5780544059496788e-06,-2.156376953125,1.5780544059496788e-06
29,4.6761183067091247e-07,1.1387333562421668e-06,1.022553039167653e-06,-2.14874755859375,1.022553039167653e-06
30,1.4096621189798695e-07,5.548127312055349e-07,4.5591261300906496e-07,-2.1411181640625,4.5591261300906496e-07
31,1.9933706828372974e-08,1.867240006066366e-07,1.312196648032017e-07,-2.13348876953125,1.312196648032017e-07
32,6.087294586027025e-09,3.133954447000651e-08,1.587886227787724e-08,-2.125859375,1.587886227787724e-08
33,8.853198233130533e-08,3.9806029184973675e-09,8.773359378333611e-09,-2.11822998046875,8.773359378333611e-09
34,3.418211473168192e-07,8.555107582731535e-08,9.729682138971527e-08,-2.1106005859375,9.729682138971527e-08
35,8.754403786327598e-07,3.2508781318895184e-07,3.5597260680260025e-07,-2.10297119140625,3.5597260680260025e-07
36,1.7442682669111062e-06,7.829662589623547e-07,8.955298165249936e-07,-2.095341796875,8.955298165249936e-07
37,2.811376808041838e-06,1.4432962648223187e-06,1.7728169376737939e-06,-2.08771240234375,1.7728169376737939e-06
38,3.68474282121452e-06,2.1297540725869364e-06,2.8519263216078565e-06,-2.0800830078125,2.8519263216078565e-06
39,3.8945026910520776e-06,2.525359262069371e-06,3.7386704962839106e-06,-2.07245361328125,3.7386704962839106e-06
40,3.252605617902459e-06,2.3626818273048345e-06,3.9582369729053574e-06,-2.06482421875,3.9582369729053574e-06
41,2.057471873017153e-06,1.6692543891082058e-06,3.318393838270518e-06,-2.05719482421875,3.318393838270518e-06
42,9.111156075667294e-07,8.159717147099929e-07,2.116598534392142e-06,-2.0495654296875,2.116598534392142e-06
43,3.3450825924196124e-07,2.7722237089926837e-07,9.554090901064032e-07,-2.04193603515625,9.554090901064032e-07
44,5.357280045686114e-07,3.249252384415858e-07,3.545423632903453e-07,-2.034306640625,3.545423632903453e-07
45,1.4261952885233432e-06,9.288882998648004e-07,5.186479326800448e-07,-2.02667724609375,5.186479326800448e-07
46,2.708982396452558e-06,1.8753170228737858e-06,1.3570526443899588e-06,-2.0190478515625,1.3570526443899588e-06
47,3.918204783658823e-06,2.8989275846376185e-06,2.5762594359734815e-06,-2.01141845703125,2.5762594359734815e-06
48,4.518753562432437e-06,3.6975324423425536e-06,3.7204940175920616e-06,-2.0037890625,3.7204940175920616e-06
49,4.184467495887072e-06,3.940975211228682e-06,4.268944361556788e-06,-1.99615966796875,4.268944361556788e-06
50,3.070141674404431e-06,3.4422252144425455e-06,3.909800170878989e-06,-1.9885302734375,3.909800170878989e-06
51,1.7342426514280867e-06,2.3774067178606617e-06,2.807578793973214e-06,-1.98090087890625,2.807578793973214e-06
52,7.171878749520286e-07,1.2333248490167094e-06,1.5208672291251616e-06,-1.973271484375,1.5208672291251616e-06
53,2.0175340967488514e-07,4.484851724721997e-07,5.78477016027068e-07,-1.96564208984375,5.78477016027068e-07
54,5.166906258637594e-08,1.275408558205272e-07,1.4446671010192662e-07,-1.9580126953125,1.4446671010192662e-07
55,5.917272795070741e-08,1.0361632685346173e-07,6.557218619065997e-08,-1.95038330078125,6.557218619065997e-08
56,1.0001047280304705e-07,1.77735411777165e-07,1.2434576030015565e-07,-1.94275390625,1.2434576030015565e-07
57,1.3524149161648013e-07,2.4775556623608857e-07,1.939012890816963e-07,-1.93512451171875,1.939012890816963e-07
58,1.6178831272041122e-07,2.898395364605933e-07,2.374542912515177e-07,-1.9274951171875,2.374542912515177e-07
59,1.7540742001418943e-07,3.0666295126687883e-07,2.567578952948322e-07,-1.91986572265625,2.567578952948322e-07
60,1.617346813426746e-07,2.970918318999326e-07,2.522015281846523e-07,-1.912236328125,2.522015281846523e-07
61,1.1642693409676535e-07,2.5122976902141206e-07,2.1222106824391996e-07,-1.90460693359375,2.1222106824391996e-07
62,6.293620524021094e-08,1.7158157222686895e-07,1.3613283565728748e-07,-1.8969775390625,1.3613283565728748e-07
63,3.6681993285638996e-08,9.064961121207448e-08,5.5671211430444416e-08,-1.88934814453125,5.5671211430444416e-08
64,5.500215901606938e-08,5.0725637982202644e-08,1.744316767248191e-08,-1.88171875,1.744316767248191e-08
65,1.0918668728348102e-07,6.708752216870503e-08,4.612062900835988e-08,-1.87408935546875,4.612062900835988e-08
66,1.776184888355334e-07,1.1996846585248964e-07,1.3184318176688025e-07,-1.8664599609375,1.3184318176688025e-07
67,2.3769492390104538e-07,1.7712761294020524e-07,2.4438874359998237e-07,-1.85883056640625,2.4438874359998237e-07
68,2.723136437612349e-07,2.1532297869675276e-07,3.4761708829872836e-07,-1.851201171875,3.4761708829872836e-07
69,2.817810090447599e-07,2.2575222076416512e-07,4.0491962712728864e-07,-1.84357177734375,4.0491962712728864e-07
70,2.9878368959351553e-07,2.1282051379998562e-07,3.887053582529086e-07,-1.8359423828125,3.887053582529086e-07
71,3.8224210674662797e-07,1.9367386147720768e-07,3.0159610528118143e-07,-1.82831298828125,3.0159610528118143e-07
72,5.736080765297509e-07,1.9191771441164598e-07,1.922211634729391e-07,-1.82068359375,1.922211634729391e-07
73,8.446280225108686e-07,2.198254739805219e-07,1.372531114426277e-07,-1.81305419921875,1.372531114426277e-07
74,1.0937167698730538e-06,2.6228602161042294e-07,1.893075204550618e-07,-1.8054248046875,1.893075204550618e-07
75,1.2064312211409783e-06,2.841629351917008e-07,3.322939219245619e-07,-1.79779541015625,3.322939219245619e-07
76,1.1282934723024084e-06,2.5982624867437053e-07,4.864922541855283e-07,-1.790166015625,4.864922541855283e-07
77,8.911820177972399e-07,1.9629202050732164e-07,5.60900978180193e-07,-1.78253662109375,5.60900978180193e-07
78,5.852866333366429e-07,1.2753460910536136e-07,5.120288948272631e-07,-1.7749072265625,5.120288948272631e-07
79,3.07037760618097e-07,8.736744211582313e-08,3.67505102451773e-07,-1.76727783203125,3.67505102451773e-07
80,1.1632705444633073e-07,8.561813094754237e-08,1.9986541376065474e-07,-1.7596484375,1.9986541376065474e-07
81,2.620040109640257e-08,1.0610561689916446e-07,7.429422446949776e-08,-1.75201904296875,7.429422446949776e-08
82,2.5985534804437105e-08,1.2583156752525149e-07,1.743842692626883e-08,-1.7443896484375,1.743842692626883e-08
83,1.0745896858693942e-07,1.3691937087145275e-07,2.997801747572874e-08,-1.73676025390625,2.997801747572874e-08
84,2.618145150876484e-07,1.537126392574129e-07,1.131489531316382e-07,-1.729130859375,1.131489531316382e-07
85,4.5453507043445675e-07,2.0502710936606487e-07,2.6715543358663334e-07,-1.72150146484375,2.6715543358663334e-07
86,6.155788441649575e-07,3.162020025854968e-07,4.6355945398507335e-07,-1.7138720703125,4.6355945398507335e-07
87,6.672711630919896e-07,4.783820466178679e-07,6.318360109423001e-07,-1.70624267578125,6.318360109423001e-07
88,5.749548034093314e-07,6.234876888364336e-07,6.878708402511234e-07,-1.69861328125,6.878708402511234e-07
89,3.7992621609132495e-07,6.526365970951586e-07,5.909183726332818e-07,-1.69098388671875,5.909183726332818e-07
90,1.785613670397435e-07,5.229968198015153e-07,3.830781408150679e-07,-1.6833544921875,3.830781408150679e-07
91,5.5078881897094214e-08,3.066960862915378e-07,1.6811387306360885e-07,-1.67572509765625,1.6811387306360885e-07
92,2.6949703979780528e-08,1.3923933094961978e-07,3.730013059505743e-08,-1.668095703125,3.730013059505743e-08
93,5.410937467492976e-08,1.0239639492331474e-07,8.838274693455565e-09,-1.66046630859375,8.838274693455565e-09
94,9.206169586581811e-08,1.6754025219096164e-07,3.753646329708822e-08,-1.6528369140625,3.753646329708822e-08
95,1.251351225741451e-07,2.4687154312184185e-07,7.332153158849741e-08,-1.64520751953125,7.332153158849741e-08
96,1.5463713462250317e-07,2.7792358970510436e-07,1.000519927134824e-07,-1.637578125,1.000519927134824e-07
97,1.7494824515545074e-07,2.556215438576657e-07,1.2524726576812208e-07,-1.62994873046875,1.2524726576812208e-07
98,1.7211621612313275e-07,2.0621023806034878e-07,1.5145880835153757e-07,-1.6223193359375,1.5145880835153757e-07
99,1.403431518616373e-07,1.5201362554590005e-07,1.6630780642661002e-07,-1.61468994140625,1.6630780642661002e-07
100,9.174237979938552e-08,1.0222993831337734e-07,1.5483209957749987e-07,-1.607060546875,1.5483209957749987e-07
101,4.830266415094146e-08,6.43962089734166e-08,1.1560167205811813e-07,-1.59943115234375,1.1560167205811813e-07
102,2.529917108270069e-08,5.071785134417188e-08,6.456887636306293e-08,-1.5918017578125,6.456887636306293e-08
103,2.190020102171398e-08,6.725070208640413e-08,2.4085646293128716e-08,-1.58417236328125,2.4085646293128716e-08
104,2.6165058317528507e-08,1.0112444920670819e-07,7.50882374655419e-09,-1.57654296875,7.50882374655419e-09
105,2.7614130641946925e-08,1.2606014215168112e-07,1.2890644075273442e-08,-1.56891357421875,1.2890644075273442e-08
106,2.4638734253094726e-08,1.2298152754250805e-07,2.892222480017627e-08,-1.5612841796875,2.892222480017627e-08
107,2.1581222744177473e-08,9.370292851931679e-08,4.4544641255028234e-08,-1.55365478515625,4.4544641255028234e-08
108,2.1436920668693475e-08,5.5550939796961074e-08,5.375391042979397e-08,-1.546025390625,5.375391042979397e-08
109,2.2442207726138277e-08,2.617797994719013e-08,5.527852316525427e-08,-1.53839599609375,5.527852316525427e-08
110,2.0606358351349552e-08,1.3643185185931831e-08,5.0917994134944886e-08,-1.5307666015625,5.0917994134944886e-08
111,1.4480713981728552e-08,1.655688796035729e-08,4.4185075001995374e-08,-1.52313720703125,4.4185075001995374e-08
112,7.794525079791528e-09,2.95713533605863e-08,3.884864657262077e-08,-1.5155078125,3.884864657262077e-08
113,7.80707330126956e-09,4.8716341328493827e-08,3.771344223036951e-08,-1.50787841796875,3.771344223036951e-08
114,1.985770284114456e-08,7.414274310131614e-08,4.233548169098333e-08,-1.5002490234375,4.233548169098333e-08
115,4.162374888612239e-08,1.0924411436285952e-07,5.281438676100917e-08,-1.49261962890625,5.281438676100917e-08
116,6.25532785840826e-08,1.554545934990074e-07,6.648433363686444e-08,-1.484990234375,6.648433363686444e-08
117,7.087856478973022e-08,2.047375816260834e-07,7.709273346928084e-08,-1.47736083984375,7.709273346928084e-08
118,6.286826699161712e-08,2.367370223499556e-07,7.760587460003894e-08,-1.4697314453125,7.760587460003894e-08
119,4.5123923522098787e-08,2.2830581822569225e-07,6.579404100854203e-08,-1.46210205078125,6.579404100854203e-08
120,2.7649398507999973e-08,1.7349602464641395e-07,4.673863360532186e-08,-1.45447265625,4.673863360532186e-08
121,1.5896892562416406e-08,9.790119984488762e-08,2.8745022811095084e-08,-1.44684326171875,2.8745022811095084e-08
122,1.0090123726015038e-08,4.9601171866002283e-08,1.7085276364192648e-08,-1.4392138671875,1.7085276364192648e-08
123,9.759799403643085e-09,6.794217013667975e-08,1.2325178413213673e-08,-1.43158447265625,1.2325178413213673e-08
124,1.5559853759192012e-08,1.5408929326995607e-07,1.328457009045341e-08,-1.423955078125,1.328457009045341e-08
125,2.647804379400236e-08,2.6821959054348206e-07,1.912608443137483e-08,-1.41632568359375,1.912608443137483e-08
126,3.796809837113395e-08,3.5510171641701695e-07,2.8203185061053715e-08,-1.4086962890625,2.8203185061053715e-08
127,4.4584472661407446e-08,3.7700747044789286e-07,3.689794136275175e-08,-1.40106689453125,3.689794136275175e-08
128,4.3884408333144234e-08,3.3131473386227635e-07,4.1213321190076675e-08,-1.3934375,4.1213321190076675e-08
129,3.697751370506417e-08,2.4550702840392036e-07,3.9352543363698416e-08,-1.38580810546875,3.9352543363698416e-08
130,2.6166654689355694e-08,1.5727424929244063e-07,3.219666086391611e-08,-1.3781787109375,3.219666086391611e-08
131,1.3976619865382766e-08,9.3368234901917e-08,2.1920738433228538e-08,-1.37054931640625,2.1920738433228538e-08
132,4.957929797834579e-09,5.928590900736487e-08,1.1751818809704286e-08,-1.362919921875,1.1751818809704286e-08
133,5.791222279427938e-09,4.4440560409178376e-08,7.462518745151972e-09,-1.35529052734375,7.462518745151972e-09
134,1.9885461751365893e-08,3.628906753186615e-08,1.63614827876092e-08,-1.3476611328125,1.63614827876092e-08
135,4.133338311352729e-08,3.031530721870009e-08,4.076058378059439e-08,-1.34003173828125,4.076058378059439e-08
136,5.7347399696348726e-08,2.867370960105798e-08,7.167294205410981e-08,-1.33240234375,7.167294205410981e-08
137,5.899000737802524e-08,3.288220095878946e-08,9.248931797069585e-08,-1.32477294921875,9.248931797069585e-08
138,4.853535539063865e-08,4.0444914237827206e-08,9.204942078294628e-08,-1.3171435546875,9.204942078294628e-08
139,3.5308643586536015e-08,4.767827819114407e-08,7.369229324322035e-08,-1.30951416015625,7.369229324322035e-08
140,2.605206507595674e-08,5.314214214494166e-08,5.04243297613979e-08,-1.301884765625,5.04243297613979e-08
141,2.091959570443506e-08,5.762968618277478e-08,3.269580203970301e-08,-1.29425537109375,3.269580203970301e-08
142,1.7019046696826537e-08,6.242514633413134e-08,2.2331214134768168e-08,-1.2866259765625,2.2331214134768168e-08
143,1.2878425690940342e-08,6.832284792826287e-08,1.6172118877224565e-08,-1.27899658203125,1.6172118877224565e-08
144,9.299385583112388e-09,7.492784141011322e-08,1.1828876375034284e-08,-1.2713671875,1.1828876375034284e-08
145,7.858550098764543e-09,7.966169694151573e-08,9.129732714779713e-09,-1.26373779296875,9.129732714779713e-09
146,9.394449936322353e-09,7.825210395506033e-08,8.408282710793333e-09,-1.2561083984375,8.408282710793333e-09
147,1.3130116220190072e-08,6.77886544911184e-08,9.282939111626111e-09,-1.24847900390625,9.282939111626111e-09
148,1.6865592545353437e-08,4.981771433078308e-08,1.0842898160117289e-08,-1.240849609375,1.0842898160117289e-08
149,1.850101941988092e-08,3.003963659732938e-08,1.2261373031921389e-08,-1.23322021484375,1.2261373031921389e-08
150,1.7513497561463666e-08,1.4618794892837298e-08,1.3168855419241929e-08,-1.2255908203125,1.3168855419241929e-08
151,1.4780582509135572e-08,6.468283098978052e-09,1.3524351989212814e-08,-1.21796142578125,1.3524351989212814e-08
152,1.141418289146626e-08,4.465715885150442e-09,1.3125915580719484e-08,-1.21033203125,1.3125915580719484e-08
153,8.246200748768292e-09,5.553486918961581e-09,1.1562640071562886e-08,-1.20270263671875,1.1562640071562886e-08
154,5.8451551986654006e-09,7.376144640397773e-09,8.879233176751787e-09,-1.1950732421875,8.879233176751787e-09
155,4.299388466161471e-09,9.377593935858034e-09,5.874564201526416e-09,-1.18744384765625,5.874564201526416e-09
156,3.6587785956949646e-09,1.2299698994620338e-08,3.4617784548025746e-09,-1.179814453125,3.4617784548025746e-09
157,5.595067949150776e-09,1.728693381263997e-08,2.3624082541886182e-09,-1.17218505859375,2.3624082541886182e-09
158,1.3780723023154933e-08,2.5154747047768242e-08,3.932376265151909e-09,-1.1645556640625,3.932376265151909e-09
159,3.0503291673595906e-08,3.555004804826486e-08,1.0446151276222194e-08,-1.15692626953125,1.0446151276222194e-08
160,5.2050935716731384e-08,4.627237831853785e-08,2.3164856113800256e-08,-1.149296875,2.3164856113800256e-08
161,6.861749272224829e-08,5.363581938332482e-08,3.958338018008719e-08,-1.14166748046875,3.958338018008719e-08
162,7.059009563769088e-08,5.4040564165727185e-08,5.3029319410593574e-08,-1.1340380859375,5.3029319410593574e-08
163,5.6260660162375866e-08,4.601721777275939e-08,5.61125152136813e-08,-1.12640869140625,5.61125152136813e-08
164,3.384284975058518e-08,3.1805928848757014e-08,4.625502097953688e-08,-1.118779296875,4.625502097953688e-08
165,1.5489717831427375e-08,1.7131895173029403e-08,2.8854336140240717e-08,-1.11114990234375,2.8854336140240717e-08
166,8.454448874555129e-09,8.02821957718482e-09,1.4100519568008743e-08,-1.1035205078125,1.4100519568008743e-08
167,1.134427967813587e-08,6.429290845996788e-09,9.061849782095443e-09,-1.09589111328125,9.061849782095443e-09
168,1.8025632377407604e-08,9.115893649736545e-09,1.2631186240137773e-08,-1.08826171875,1.2631186240137773e-08
169,2.3836165332621817e-08,1.1791883897726693e-08,1.8505014515274465e-08,-1.08063232421875,1.8505014515274465e-08
170,2.7799866959268374e-08,1.3685448749526608e-08,2.201257079337723e-08,-1.0730029296875,2.201257079337723e-08
171,3.0774346656210036e-08,1.7331171218653346e-08,2.2977042263658134e-08,-1.06537353515625,2.2977042263658134e-08
172,3.356818417874975e-08,2.4669048213331292e-08,2.3424112366780077e-08,-1.057744140625,2.3424112366780077e-08
173,3.65871440040548e-08,3.465477328126599e-08,2.4949741203340693e-08,-1.05011474609375,2.4949741203340693e-08
174,3.950631594562954e-08,4.408534439796576e-08,2.8090037125542774e-08,-1.0424853515625,2.8090037125542774e-08
175,4.0717036447802614e-08,4.931898360681622e-08,3.198857963885159e-08,-1.03485595703125,3.198857963885159e-08
176,3.815135540834715e-08,4.7728919353566336e-08,3.408529881591422e-08,-1.0272265625,3.408529881591422e-08
177,3.1407079573345385e-08,3.9450395765393506e-08,3.1684131114153684e-08,-1.01959716796875,3.1684131114153684e-08
178,2.270579068768426e-08,2.8112760402105153e-08,2.4680243220486026e-08,-1.0119677734375,2.4680243220486026e-08
179,1.531732022915674e-08,1.8495460574568665e-08,1.6048424865831353e-08,-1.00433837890625,1.6048424865831353e-08
180,1.1156328029447212e-08,1.2931780311376724e-08,9.257625115024558e-09,-0.9967089843750001,9.257625115024558e-09
181,9.981422650668977e-09,1.0829923992707442e-08,5.696615828753875e-09,-0.9890795898437501,5.696615828753875e-09
182,1.0454081981925715e-08,1.1507944775661086e-08,4.569555959049279e-09,-0.9814501953125001,4.569555959049279e-09
183,1.1456487754875417e-08,1.5461975143213917e-08,4.32194569318683e-09,-0.9738208007812501,4.32194569318683e-09
184,1.2481536341393325e-08,2.1702596960805307e-08,3.727198622503539e-09,-0.9661914062500001,3.727198622503539e-09
185,1.3275406712426255e-08,2.5750485847082315e-08,2.4077521016630875e-09,-0.9585620117187501,2.4077521016630875e-09
186,1.3443606295391987e-08,2.3174087517510622e-08,1.1775571664261246e-09,-0.9509326171875001,1.1775571664261246e-09
187,1.2468432365600106e-08,1.5363108324971233e-08,1.6367699926790381e-09,-0.9433032226562501,1.6367699926790381e-09
188,1.0178803067015222e-08,9.377127316416962e-09,4.635154520391893e-09,-0.9356738281250001,4.635154520391893e-09
189,7.169639315488062e-09,1.0648106169459322e-08,8.99429158369957e-09,-0.9280444335937501,8.99429158369957e-09
190,4.441010071711472e-09,1.719489229665039e-08,1.2224354482012496e-08,-0.9204150390625001,1.2224354482012496e-08
191,2.4677075271041928e-09,2.2420376598000886e-08,1.263126179114285e-08,-0.9127856445312501,1.263126179114285e-08
192,1.0125087361264667e-09,2.23178433912152e-08,1.0410215966192827e-08,-0.9051562500000001,1.0410215966192827e-08
193,1.3094071910991695e-10,1.804591432625359e-08,6.850197363479944e-09,-0.8975268554687501,6.850197363479944e-09
194,7.942422078023564e-10,1.248447708118869e-08,3.257093032981923e-09,-0.8898974609375001,3.257093032981923e-09
195,3.768285440580601e-09,7.1374592329732204e-09,8.478664021115404e-10,-0.8822680664062501,8.478664021115404e-10
196,8.035838218379776e-09,2.8287193929409332e-09,7.013616469188523e-10,-0.8746386718750001,7.013616469188523e-10
197,1.1094679305273849e-08,8.026064474108275e-10,2.8137984941721957e-09,-0.8670092773437501,2.8137984941721957e-09
198,1.1084412610394756e-08,1.3665682145621528e-09,5.433924186889054e-09,-0.8593798828125001,5.433924186889054e-09
199,8.352833012125584e-09,2.6659455915515847e-09,6.2572133718965705e-09,-0.8517504882812501,6.2572133718965705e-09
200,4.926918700324404e-09,2.5199135014126803e-09,4.607711301155502e-09,-0.8441210937500001,4.607711301155502e-09
201,2.7641246411458943e-09,1.1691006062129552e-09,2.0655181732073552e-09,-0.8364916992187501,2.0655181732073552e-09
202,2.519490279371177e-09,1.0128199757541118e-09,7.622952711062102e-10,-0.8288623046875001,7.622952711062102e-10
203,3.592759995705756e-09,3.6942479630264923e-09,1.3891241488179462e-09,-0.8212329101562501,1.3891241488179462e-09
204,4.994599035169405e-09,8.4149619517329e-09,3.057925640981691e-09,-0.8136035156250001,3.057925640981691e-09
205,6.074899420145577e-09,1.3236121054880281e-08,4.673275905555919e-09,-0.8059741210937501,4.673275905555919e-09
206,6.579392883664123e-09,1.7086537100240993e-08,5.8790530465308025e-09,-0.7983447265625001,5.8790530465308025e-09
207,6.381513467926507e-09,1.987383256416015e-08,6.739216716550136e-09,-0.7907153320312501,6.739216716550136e-09
208,5.4749567499986026e-09,2.118762694333166e-08,7.105115387518876e-09,-0.7830859375000001,7.105115387518876e-09
209,4.131485392942481e-09,2.0012785667754367e-08,6.6563450020933395e-09,-0.7754565429687501,6.6563450020933395e-09
210,2.769708552869138e-09,1.626548721479334e-08,5.366207925835228e-09,-0.7678271484375001,5.366207925835228e-09
211,1.6603412998212532e-09,1.213930270239987e-08,3.6827919686597442e-09,-0.7601977539062501,3.6827919686597442e-09
212,9.252674454309752e-10,1.0961698607256788e-08,2.3182542696260996e-09,-0.7525683593750001,2.3182542696260996e-09
213,7.215279507126986e-10,1.4142138831347399e-08,1.9077728649401623e-09,-0.7449389648437501,1.9077728649401623e-09
214,1.2098929644825738e-09,1.9413743638434277e-08,2.636997504699071e-09,-0.7373095703125001,2.636997504699071e-09
215,2.4602908466144625e-09,2.2505049178958085e-08,4.016599406223093e-09,-0.7296801757812501,4.016599406223093e-09
216,4.614914081321309e-09,2.0684476353372363e-08,5.183639889385473e-09,-0.7220507812500001,5.183639889385473e-09
217,7.944875016094722e-09,1.4714310194807613e-08,5.642173243780185e-09,-0.7144213867187501,5.642173243780185e-09
218,1.2317929084126188e-08,7.73906686024736e-09,5.6624670354967905e-09,-0.7067919921875001,5.6624670354967905e-09
219,1.6607483918200026e-08,2.784991788407132e-09,5.861890977773841e-09,-0.6991625976562501,5.861890977773841e-09
220,1.9074287217828533e-08,1.2287581839899571e-09,6.540045742321857e-09,-0.6915332031250001,6.540045742321857e-09
221,1.866676144193663e-08,2.806856649266184e-09,7.575956516312985e-09,-0.6839038085937501,7.575956516312985e-09
222,1.5953335251910455e-08,6.257232893712204e-09,8.782932005686031e-09,-0.6762744140625001,8.782932005686031e-09
223,1.2736838829209676e-08,9.941617510574542e-09,1.0024455995424395e-08,-0.6686450195312501,1.0024455995424395e-08
224,1.0781598882583725e-08,1.2528390770011922e-08,1.0987479871715317e-08,-0.6610156250000001,1.0987479871715317e-08
225,1.0783107218046283e-08,1.3628191059911568e-08,1.1189412274412457e-08,-0.6533862304687501,1.1189412274412457e-08
226,1.2216375091460428e-08,1.3776071515862914e-08,1.0406717874184397e-08,-0.6457568359375001,1.0406717874184397e-08
227,1.3892873583267743e-08,1.3630378261945645e-08,8.95923277799218e-09,-0.6381274414062501,8.95923277799218e-09
228,1.4697139791092839e-08,1.3281669614910652e-08,7.443276526700914e-09,-0.6304980468750001,7.443276526700914e-09
229,1.4070819354163931e-08,1.2485046907016302e-08,6.2608479959358475e-09,-0.6228686523437501,6.2608479959358475e-09
230,1.2110996999623215e-08,1.1325721556384178e-08,5.436458584432003e-09,-0.6152392578125001,5.436458584432003e-09
231,9.410068233765216e-09,1.0216473195913988e-08,4.7496118883310804e-09,-0.6076098632812501,4.7496118883310804e-09
232,6.7663483781122826e-09,9.226041394706224e-09,4.00050443188423e-09,-0.5999804687500001,4.00050443188423e-09
233,4.772229183405428e-09,7.873694175510112e-09,3.2703776781647195e-09,-0.5923510742187501,3.2703776781647195e-09
234,3.452267844142486e-09,5.847955848986325e-09,2.910914493864294e-09,-0.5847216796875001,2.910914493864294e-09
235,2.3853083696386498e-09,3.6188717981442754e-09,3.1304459600345376e-09,-0.5770922851562501,3.1304459600345376e-09
236,1.346784628005592e-09,1.9959008591470244e-09,3.684694962636319e-09,-0.5694628906250001,3.684694962636319e-09
237,6.885695202868992e-10,1.2888782689879695e-09,4.235017468670134e-09,-0.5618334960937501,4.235017468670134e-09
238,8.346897088898426e-10,1.3508956598781868e-09,4.905603990958965e-09,-0.5542041015625001,4.905603990958965e-09
239,1.5506883727897803e-09,2.379750019223031e-09,6.079161716244252e-09,-0.5465747070312501,6.079161716244252e-09
240,2.095420160596606e-09,5.054996747894573e-09,7.616480245755328e-09,-0.5389453125000001,7.616480245755328e-09
241,2.0763281086086666e-09,9.461308060046842e-09,8.701670126607603e-09,-0.5313159179687501,8.701670126607603e-09
242,1.7999514041748558e-09,1.4134196854501133e-08,8.629776520296658e-09,-0.5236865234375001,8.629776520296658e-09
243,1.7752557510522004e-09,1.67246421352384e-08,7.473445409759858e-09,-0.5160571289062501,7.473445409759858e-09
244,2.216198942673873e-09,1.5851347777639196e-08,5.85253807815654e-09,-0.5084277343750001,5.85253807815654e-09
