,ka_hh,ka_vv,ka_hv,ka_range,ka_vh
23,2.7051382775647067e-06,4.66775199759043e-06,4.627335293334863e-06,-2.19452392578125,4.627335293334863e-06
24,1.6155186833929449e-06,2.8788597524362e-06,2.8247187502374317e-06,-2.18689453125,2.8247187502374317e-06
25,1.4480569970496773e-06,1.67840040139691e-06,1.6480012280336854e-06,-2.17926513671875,1.6480012280336854e-06
26,1.6570220868566017e-06,1.418594435533512e-06,1.4153335732216841e-06,-2.1716357421875,1.4153335732216841e-06
27,1.5572797843220411e-06,1.603522166124441e-06,1.5954126996951623e-06,-2.16400634765625,1.5954126996951623e-06
28,1.055465645892992e-06,1.5417231870386515e-06,1.498878821850298e-06,-2.156376953125,1.498878821850298e-06
29,5.139572953112291e-07,1.0891816640663132e-06,1.016685754759619e-06,-2.14874755859375,1.016685754759619e-06
30,1.8433545025760774e-07,5.653638072011674e-07,4.95896332541856e-07,-2.1411181640625,4.95896332541856e-07
31,4.3344877567328685e-08,2.2040063954803572e-07,1.800897483338419e-07,-2.13348876953125,1.800897483338419e-07
32,2.609475738609256e-09,5.656508676271323e-08,4.4873211344865764e-08,-2.125859375,4.4873211344865764e-08
33,5.8517784764717795e-08,3.871465659543707e-09,3.376295173620277e-09,-2.11822998046875,3.376295173620277e-09
34,2.9095166417265935e-07,5.55750538026396e-08,5.3023970597066843e-08,-2.1106005859375,5.3023970597066843e-08
35,8.147932523052515e-07,2.685605143291147e-07,2.742546505982121e-07,-2.10297119140625,2.742546505982121e-07
36,1.6898764461029884e-06,7.088221326600968e-07,7.837743602308566e-07,-2.095341796875,7.837743602308566e-07
37,2.7807688384860986e-06,1.3650794660726935e-06,1.645768117184731e-06,-2.08771240234375,1.645768117184731e-06
38,3.689966682702261e-06,2.064288697189363e-06,2.7310095319564744e-06,-2.0800830078125,2.7310095319564744e-06
39,3.9349529929487414e-06,2.4888449900620093e-06,3.647043737817371e-06,-2.07245361328125,3.647043737817371e-06
40,3.313882482606862e-06,2.3629062946153305e-06,3.911229841908981e-06,-2.06482421875,3.911229841908981e-06
41,2.1183536145568966e-06,1.6985098712745728e-06,3.3146346082190514e-06,-2.05719482421875,3.3146346082190514e-06
42,9.525006032297337e-07,8.517431393491906e-07,2.13762222126191e-06,-2.0495654296875,2.13762222126191e-06
43,3.4346362708376156e-07,2.9106206582614807e-07,9.747383564018743e-07,-2.04193603515625,9.747383564018743e-07
44,5.053180666376672e-07,2.9355657119139566e-07,3.494362067094021e-07,-2.034306640625,3.494362067094021e-07
45,1.3555700543400592e-06,8.425481467653799e-07,4.77999623644543e-07,-2.02667724609375,4.77999623644543e-07
46,2.6042751200537796e-06,1.740772243595351e-06,1.283142931421243e-06,-2.0190478515625,1.283142931421243e-06
47,3.7916809295589505e-06,2.7354646959611607e-06,2.4805376286677943e-06,-2.01141845703125,2.4805376286677943e-06
48,4.3858470342722895e-06,3.5280020436072305e-06,3.6161941292146644e-06,-2.0037890625,3.6161941292146644e-06
49,4.060895590292836e-06,3.784318871147015e-06,4.16599954901624e-06,-1.99615966796875,4.16599954901624e-06
50,2.970238066829125e-06,3.3115507629896624e-06,3.815387937470546e-06,-1.9885302734375,3.815387937470546e-06
51,1.668878060807943e-06,2.281162902843773e-06,2.7295195513589494e-06,-1.98090087890625,2.7295195513589494e-06
52,6.894329262320797e-07,1.1749974488538999e-06,1.4678758343751807e-06,-1.973271484375,1.4678758343751807e-06
53,2.0272454436005504e-07,4.2374356486377224e-07,5.546402008941751e-07,-1.96564208984375,5.546402008941751e-07
54,6.273613277425823e-08,1.222376825343932e-07,1.4260080000465774e-07,-1.9580126953125,1.4260080000465774e-07
55,6.191792216299525e-08,9.734612489565272e-08,6.79325845018238e-08,-1.95038330078125,6.79325845018238e-08
56,8.553873873728956e-08,1.5306554816543258e-07,1.128234990595688e-07,-1.94275390625,1.128234990595688e-07
57,1.0425276755338313e-07,1.9799684466223965e-07,1.6049412085552947e-07,-1.93512451171875,1.6049412085552947e-07
58,1.185938812729775e-07,2.185677070377992e-07,1.8498211023880936e-07,-1.9274951171875,1.8498211023880936e-07
59,1.2551334606393458e-07,2.2207865221030782e-07,1.9241997677759564e-07,-1.91986572265625,1.9241997677759564e-07
60,1.1396638289414702e-07,2.0960740929716558e-07,1.8432943189974895e-07,-1.912236328125,1.8432943189974895e-07
61,8.153427599784526e-08,1.7462713850392165e-07,1.5189125541367844e-07,-1.90460693359375,1.5189125541367844e-07
62,4.6059430043856203e-08,1.1994978870070008e-07,9.526896407601194e-08,-1.8969775390625,9.526896407601194e-08
63,3.184897430138091e-08,6.935119911599855e-08,3.8755477734356954e-08,-1.88934814453125,3.8755477734356954e-08
64,4.904655115811434e-08,5.072141949619212e-08,1.5745838982181533e-08,-1.88171875,1.5745838982181533e-08
65,9.186603302049037e-08,7.041983924310162e-08,4.2542319942477206e-08,-1.87408935546875,4.2542319942477206e-08
66,1.4889969910286758e-07,1.1203234224530858e-07,1.1264669958574293e-07,-1.8664599609375,1.1264669958574293e-07
67,2.0706550806206118e-07,1.551034748280455e-07,2.0779592806069538e-07,-1.85883056640625,2.0779592806069538e-07
68,2.5127032786154815e-07,1.8744091962618987e-07,3.0387877134735935e-07,-1.851201171875,3.0387877134735935e-07
69,2.7410657859092596e-07,2.0370825535173142e-07,3.6922809575659514e-07,-1.84357177734375,3.6922809575659514e-07
70,2.948656552458702e-07,2.0270100620849637e-07,3.7123380022444244e-07,-1.8359423828125,3.7123380022444244e-07
71,3.629769816933222e-07,1.90885369541888e-07,3.001597984961714e-07,-1.82831298828125,3.001597984961714e-07
72,5.232478091206297e-07,1.84150290934639e-07,1.9310090869253735e-07,-1.82068359375,1.9310090869253735e-07
73,7.63149831698206e-07,1.968043612111173e-07,1.2497235693860294e-07,-1.81305419921875,1.2497235693860294e-07
74,9.97876271122107e-07,2.2435336269122845e-07,1.5801728653588154e-07,-1.8054248046875,1.5801728653588154e-07
75,1.1186557671199275e-06,2.417168825235611e-07,2.889341319265868e-07,-1.79779541015625,2.889341319265868e-07
76,1.0637682643808448e-06,2.2457808176654856e-07,4.4379768384788565e-07,-1.790166015625,4.4379768384788565e-07
77,8.531635951287026e-07,1.7340634464486793e-07,5.281479629496166e-07,-1.78253662109375,5.281479629496166e-07
78,5.686533409711378e-07,1.1518686886448524e-07,4.916097923738228e-07,-1.7749072265625,4.916097923738228e-07
79,3.035072667356923e-07,8.110374178646196e-08,3.572080319055773e-07,-1.76727783203125,3.572080319055773e-07
80,1.1750300422952833e-07,8.125240610779836e-08,1.9574190683668978e-07,-1.7596484375,1.9574190683668978e-07
81,2.5308777153167406e-08,9.973420462692937e-08,7.200177641274304e-08,-1.75201904296875,7.200177641274304e-08
82,1.883236561176259e-08,1.1397931717684685e-07,1.3610343379197737e-08,-1.7443896484375,1.3610343379197737e-08
83,9.10523248856596e-08,1.1770329503020501e-07,2.3471732737931236e-08,-1.73676025390625,2.3471732737931236e-08
84,2.3113837095674956e-07,1.2639483845534642e-07,1.0349931873462111e-07,-1.729130859375,1.0349931873462111e-07
85,4.020677348748381e-07,1.674052407888677e-07,2.505112901201417e-07,-1.72150146484375,2.505112901201417e-07
86,5.371042652443169e-07,2.642230712595203e-07,4.316263308425794e-07,-1.7138720703125,4.316263308425794e-07
87,5.700856323516405e-07,4.1151126022801987e-07,5.781819312881649e-07,-1.70624267578125,5.781819312881649e-07
88,4.790657255757467e-07,5.514115185362084e-07,6.171973156428375e-07,-1.69861328125,6.171973156428375e-07
89,3.0777667368101943e-07,5.938492627736524e-07,5.206831505173185e-07,-1.69098388671875,5.206831505173185e-07
90,1.4081761143922073e-07,4.927292010827963e-07,3.3284544678095095e-07,-1.6833544921875,3.3284544678095095e-07
91,4.5319550086742434e-08,3.045387836707069e-07,1.4545195116974348e-07,-1.67572509765625,1.4545195116974348e-07
92,2.9243164264563368e-08,1.4953438903183454e-07,3.392163191043497e-08,-1.668095703125,3.392163191043497e-08
93,5.4525797805334196e-08,1.0767376678218454e-07,9.830572539213756e-09,-1.66046630859375,9.830572539213756e-09
94,8.363282238080958e-08,1.6154487459656726e-07,3.280630744001639e-08,-1.6528369140625,3.280630744001639e-08
95,1.05898563940812e-07,2.3548334092521537e-07,6.050139234234681e-08,-1.64520751953125,6.050139234234681e-08
96,1.2565811622173056e-07,2.7025976063965696e-07,8.01630211255478e-08,-1.637578125,8.01630211255478e-08
97,1.412621782505021e-07,2.562676088065367e-07,9.961646176832168e-08,-1.62994873046875,9.961646176832168e-08
98,1.4256777914814784e-07,2.1453269689782302e-07,1.230942777520728e-07,-1.6223193359375,1.230942777520728e-07
99,1.230784494631586e-07,1.6518304971845377e-07,1.4114272321842596e-07,-1.61468994140625,1.4114272321842596e-07
100,8.86429263866658e-08,1.1671410016272183e-07,1.3889645520387592e-07,-1.607060546875,1.3889645520387592e-07
101,5.4055904273214924e-08,7.577010929513957e-08,1.1057781653272665e-07,-1.59943115234375,1.1057781653272665e-07
102,3.200543877787404e-08,5.483135250130981e-08,6.669827889835561e-08,-1.5918017578125,6.669827889835561e-08
103,2.4638350703923496e-08,6.312337978757963e-08,2.744426840344379e-08,-1.58417236328125,2.744426840344379e-08
104,2.4922437829854838e-08,9.230649869636777e-08,8.155337974579538e-09,-1.57654296875,8.155337974579538e-09
105,2.5214786022775507e-08,1.182117278057757e-07,1.0399982437420074e-08,-1.56891357421875,1.0399982437420074e-08
106,2.3609020979664804e-08,1.1972342238238497e-07,2.5071602555368074e-08,-1.5612841796875,2.5071602555368074e-08
107,2.265849619605421e-08,9.469037116866887e-08,4.1207772041800964e-08,-1.55365478515625,4.1207772041800964e-08
108,2.4103976162885118e-08,5.811055372088187e-08,5.170481762798626e-08,-1.546025390625,5.170481762798626e-08
109,2.607123139765591e-08,2.8263424387942e-08,5.4163397964294055e-08,-1.53839599609375,5.4163397964294055e-08
110,2.4767783546493555e-08,1.520161119905412e-08,4.985042004665065e-08,-1.5307666015625,4.985042004665065e-08
111,1.8305484244737322e-08,1.8523615968474682e-08,4.2368764047775905e-08,-1.52313720703125,4.2368764047775905e-08
112,9.61219208791714e-09,3.1895830539075354e-08,3.583474245332985e-08,-1.5155078125,3.583474245332985e-08
113,6.191291444293335e-09,4.930011666678422e-08,3.330487259991639e-08,-1.50787841796875,3.330487259991639e-08
114,1.5501505754577124e-08,6.961070819501875e-08,3.661037131562261e-08,-1.5002490234375,3.661037131562261e-08
115,3.792549385756242e-08,9.714474632431172e-08,4.6605023168689355e-08,-1.49261962890625,4.6605023168689355e-08
116,6.359881042922403e-08,1.3649557795441217e-07,6.179977446673257e-08,-1.484990234375,6.179977446673257e-08
117,7.828793883824246e-08,1.8334013926909607e-07,7.652202861492113e-08,-1.47736083984375,7.652202861492113e-08
118,7.455533725397491e-08,2.1895225123131202e-07,8.266697666120782e-08,-1.4697314453125,8.266697666120782e-08
119,5.718832302999186e-08,2.180740501859748e-07,7.563325261723503e-08,-1.46210205078125,7.563325261723503e-08
120,3.734238395221925e-08,1.700598790034936e-07,5.8594656041659415e-08,-1.45447265625,5.8594656041659415e-08
121,2.2787156340094618e-08,9.675756790054962e-08,3.983565403868566e-08,-1.44684326171875,3.983565403868566e-08
122,1.500803780817687e-08,4.633396401701754e-08,2.6112708603822547e-08,-1.4392138671875,2.6112708603822547e-08
123,1.3532021510458078e-08,6.140773909975548e-08,1.9449442955587452e-08,-1.43158447265625,1.9449442955587452e-08
124,1.904899353156924e-08,1.4599025687013916e-07,1.9239442167526057e-08,-1.423955078125,1.9239442167526057e-08
125,3.1173332413758724e-08,2.598508850460376e-07,2.4748372553639833e-08,-1.41632568359375,2.4748372553639833e-08
126,4.5593978042731255e-08,3.450855504901959e-07,3.4513143301962007e-08,-1.4086962890625,3.4513143301962007e-08
127,5.5742530331333475e-08,3.627964770015597e-07,4.4906533799376425e-08,-1.40106689453125,4.4906533799376425e-08
128,5.723477544355416e-08,3.1308072029466054e-07,5.1198638826267754e-08,-1.3934375,5.1198638826267754e-08
129,4.989094935806889e-08,2.2811979896780358e-07,5.038087308957329e-08,-1.38580810546875,5.038087308957329e-08
130,3.614842075495334e-08,1.4764142207078568e-07,4.252658648063869e-08,-1.3781787109375,4.252658648063869e-08
131,1.9688619360398622e-08,9.505059707988696e-08,2.99009878561796e-08,-1.37054931640625,2.99009878561796e-08
132,6.563136345686833e-09,6.928518298804961e-08,1.64683057297011e-08,-1.362919921875,1.64683057297011e-08
133,4.950996613484449e-09,5.5206466648638886e-08,9.041435377989106e-09,-1.35529052734375,9.041435377989106e-09
134,1.931747677872325e-08,4.1129295056321896e-08,1.6213327689586436e-08,-1.3476611328125,1.6213327689586436e-08
135,4.356211661655561e-08,2.745733253397698e-08,4.148646049266985e-08,-1.34003173828125,4.148646049266985e-08
136,6.309778396179593e-08,2.0998619856151666e-08,7.59825771102976e-08,-1.33240234375,7.59825771102976e-08
137,6.658346241458531e-08,2.4577900282636036e-08,1.0139544424754523e-07,-1.32477294921875,1.0139544424754523e-07
138,5.5087318726228954e-08,3.402972855918876e-08,1.0385033078602545e-07,-1.3171435546875,1.0385033078602545e-07
139,3.879672076730077e-08,4.336935725817513e-08,8.49509605684742e-08,-1.30951416015625,8.49509605684742e-08
140,2.642627608140502e-08,4.984552855827411e-08,5.8276075504688606e-08,-1.301884765625,5.8276075504688606e-08
141,1.9475933467719484e-08,5.394087557990412e-08,3.6492574740806444e-08,-1.29425537109375,3.6492574740806444e-08
142,1.500617940021684e-08,5.709521704746589e-08,2.338525110752251e-08,-1.2866259765625,2.338525110752251e-08
143,1.076780412446629e-08,6.063902081916723e-08,1.6219748959798763e-08,-1.27899658203125,1.6219748959798763e-08
144,7.0717688122526305e-09,6.522333720484525e-08,1.1744853337289292e-08,-1.2713671875,1.1744853337289292e-08
145,5.5754483285185315e-09,6.94959999185565e-08,8.753048226734957e-09,-1.26373779296875,8.753048226734957e-09
146,7.374051192505908e-09,6.981111783829329e-08,7.1868264456413e-09,-1.2561083984375,7.1868264456413e-09
147,1.1749024564611919e-08,6.272845776842907e-08,6.95735459964713e-09,-1.24847900390625,6.95735459964713e-09
148,1.633700133718819e-08,4.832157064694984e-08,7.667502891260468e-09,-1.240849609375,7.667502891260468e-09
149,1.8790659329032407e-08,3.0758250206390004e-08,8.764938694014587e-09,-1.23322021484375,8.764938694014587e-09
150,1.8366030878197536e-08,1.553080426046869e-08,9.775990856585654e-09,-1.2255908203125,9.775990856585654e-09
151,1.5843664007205423e-08,6.027011383865873e-09,1.036628477998675e-08,-1.21796142578125,1.036628477998675e-08
152,1.2455932018263522e-08,2.227222905133852e-09,1.0134706417017565e-08,-1.21033203125,1.0134706417017565e-08
153,9.372555271756581e-09,1.971861065486733e-09,8.69092414675014e-09,-1.20270263671875,8.69092414675014e-09
154,7.532504511571603e-09,3.144082630913835e-09,6.235314082843837e-09,-1.1950732421875,6.235314082843837e-09
155,7.060173907884431e-09,4.9332967685566685e-09,3.678383610450077e-09,-1.18744384765625,3.678383610450077e-09
156,7.418159266097249e-09,7.791409041950494e-09,1.83629374852635e-09,-1.179814453125,1.83629374852635e-09
157,9.391087882196702e-09,1.28065293998727e-08,1.0594987976323276e-09,-1.17218505859375,1.0594987976323276e-09
158,1.6544208920457915e-08,2.0821099336998702e-08,2.2154347011641615e-09,-1.1645556640625,2.2154347011641615e-09
159,3.2654616469648125e-08,3.1197342647404534e-08,7.367511200887856e-09,-1.15692626953125,7.367511200887856e-09
160,5.6197090758237364e-08,4.1057921274832414e-08,1.8195484180424328e-08,-1.149296875,1.8195484180424328e-08
161,7.783388932382541e-08,4.635107332941987e-08,3.316094957060977e-08,-1.14166748046875,3.316094957060977e-08
162,8.523831238134291e-08,4.4434357780446943e-08,4.652323754058893e-08,-1.1340380859375,4.652323754058893e-08
163,7.245847045805478e-08,3.605020598058356e-08,5.109124201492138e-08,-1.12640869140625,5.109124201492138e-08
164,4.558948135210174e-08,2.5122869353466734e-08,4.3481764359858886e-08,-1.118779296875,4.3481764359858886e-08
165,1.8803544771987474e-08,1.658296520018687e-08,2.773559086384165e-08,-1.11114990234375,2.773559086384165e-08
166,3.781931481582184e-09,1.3411764855564412e-08,1.3090547144702682e-08,-1.1035205078125,1.3090547144702682e-08
167,2.3862977101801813e-09,1.4729389444589258e-08,6.790517754064032e-09,-1.09589111328125,6.790517754064032e-09
168,8.691076635859981e-09,1.6867512823892542e-08,8.833104456345995e-09,-1.08826171875,8.833104456345995e-09
169,1.6209016625195983e-08,1.7014980255228117e-08,1.397789750605028e-08,-1.08063232421875,1.397789750605028e-08
170,2.208621344476969e-08,1.5773909657463324e-08,1.7794561342199723e-08,-1.0730029296875,1.7794561342199723e-08
171,2.617587454921718e-08,1.5885311343470463e-08,1.9626603411347846e-08,-1.06537353515625,1.9626603411347846e-08
172,2.910766098537185e-08,1.9139760305311743e-08,2.0953332072041064e-08,-1.057744140625,2.0953332072041064e-08
173,3.1864460421215205e-08,2.5152227452025424e-08,2.3191487877963125e-08,-1.05011474609375,2.3191487877963125e-08
174,3.526946162353141e-08,3.212015748634571e-08,2.702590057177988e-08,-1.0424853515625,2.702590057177988e-08
175,3.858968207688867e-08,3.736301775824134e-08,3.181704526250232e-08,-1.03485595703125,3.181704526250232e-08
176,3.9503761358650195e-08,3.777796370130883e-08,3.5022661488812824e-08,-1.0272265625,3.5022661488812824e-08
177,3.656665951572839e-08,3.182972740887956e-08,3.362571540129664e-08,-1.01959716796875,3.362571540129664e-08
178,3.1391218527462706e-08,2.167041773739473e-08,2.705464364414093e-08,-1.0119677734375,2.705464364414093e-08
179,2.7480731055917856e-08,1.1967958502534022e-08,1.8126353648513623e-08,-1.00433837890625,1.8126353648513623e-08
180,2.6860530554646273e-08,5.84988458637858e-09,1.0646839023450126e-08,-0.9967089843750001,1.0646839023450126e-08
181,2.8462145690611194e-08,2.8710216216087807e-09,6.457665307136806e-09,-0.9890795898437501,6.457665307136806e-09
182,2.9842572529043525e-08,1.6778373705918981e-09,4.885098152632185e-09,-0.9814501953125001,4.885098152632185e-09
183,2.980456217577472e-08,3.501082698326234e-09,4.252760829796442e-09,-0.9738208007812501,4.252760829796442e-09
184,2.907188582715869e-08,1.1089681403861692e-08,3.3506594625275932e-09,-0.9661914062500001,3.3506594625275932e-09
185,2.9041392041718713e-08,2.393253774708974e-08,1.9597271604814195e-09,-0.9585620117187501,1.9597271604814195e-09
186,3.0467556139491215e-08,3.6327012976457235e-08,8.163438501835247e-10,-0.9509326171875001,8.163438501835247e-10
187,3.315321254194536e-08,4.180938377933051e-08,1.1059068274615129e-09,-0.9433032226562501,1.1059068274615129e-09
188,3.647342608568743e-08,3.9181531184978826e-08,3.3518739221792586e-09,-0.9356738281250001,3.3518739221792586e-09
189,4.022557801704646e-08,3.3000875312533706e-08,6.554268580361914e-09,-0.9280444335937501,6.554268580361914e-09
190,4.5233814961519396e-08,2.8321789275009492e-08,8.799945282382166e-09,-0.9204150390625001,8.799945282382166e-09
191,5.319774220488763e-08,2.6257127989238327e-08,8.90135372924844e-09,-0.9127856445312501,8.90135372924844e-09
192,6.5824058058389e-08,2.4789591844249892e-08,7.1512224508377325e-09,-0.9051562500000001,7.1512224508377325e-09
193,8.361175378057855e-08,2.2281084170850817e-08,4.539573084011364e-09,-0.8975268554687501,4.539573084011364e-09
194,1.0446727989835108e-07,1.90514387489509e-08,1.9325853762971177e-09,-0.8898974609375001,1.9325853762971177e-09
195,1.2283991391772214e-07,1.631021071088531e-08,2.6449496042737336e-10,-0.8822680664062501,2.6449496042737336e-10
196,1.3110406906499098e-07,1.472488952422364e-08,6.270084186437483e-10,-0.8746386718750001,6.270084186437483e-10
197,1.2381201154254783e-07,1.3927438887394445e-08,3.179042882108076e-09,-0.8670092773437501,3.179042882108076e-09
198,1.0197019153776762e-07,1.2765787154846138e-08,6.1904024817699745e-09,-0.8593798828125001,6.1904024817699745e-09
199,7.31152902153707e-08,1.0209977380734008e-08,7.15966740264439e-09,-0.8517504882812501,7.15966740264439e-09
200,4.655062788204312e-08,6.589423919310252e-09,5.2778671759911746e-09,-0.8441210937500001,5.2778671759911746e-09
201,2.7859588905113312e-08,3.782096128729174e-09,2.3352937733626693e-09,-0.8364916992187501,2.3352937733626693e-09
202,1.719982429204119e-08,3.5480371430297204e-09,8.483250725571444e-10,-0.8288623046875001,8.483250725571444e-10
203,1.1867877193631907e-08,5.586534165341987e-09,1.5917137670652926e-09,-0.8212329101562501,1.5917137670652926e-09
204,9.864046890440406e-09,7.684864660204265e-09,3.319862338864544e-09,-0.8136035156250001,3.319862338864544e-09
205,1.1095290950393674e-08,7.949576657520215e-09,4.595638590424897e-09,-0.8059741210937501,4.595638590424897e-09
206,1.5800112889333817e-08,6.5955814972369816e-09,5.225351808294362e-09,-0.7983447265625001,5.225351808294362e-09
207,2.2568474784495608e-08,5.345722355452333e-09,5.806630169392941e-09,-0.7907153320312501,5.806630169392941e-09
208,2.8294487718472373e-08,5.304389765178063e-09,6.513704244241169e-09,-0.7830859375000001,6.513704244241169e-09
209,3.0004433224921934e-08,5.861524334171304e-09,6.835693994431827e-09,-0.7754565429687501,6.835693994431827e-09
210,2.6716016615215135e-08,5.996759390557087e-09,6.289950278275901e-09,-0.7678271484375001,6.289950278275901e-09
211,1.992582988831001e-08,6.58889660140709e-09,4.983099846839971e-09,-0.7601977539062501,4.983099846839971e-09
212,1.2626296359458297e-08,1.0866284562240792e-08,3.5369731920442243e-09,-0.7525683593750001,3.5369731920442243e-09
213,7.475623026252927e-09,2.176722488628035e-08,2.7240826718144472e-09,-0.7449389648437501,2.7240826718144472e-09
214,5.199054972749226e-09,3.8383146556504955e-08,3.054055783977762e-09,-0.7373095703125001,3.054055783977762e-09
215,4.488428622696801e-09,5.515098774024642e-08,4.392666948115593e-09,-0.7296801757812501,4.392666948115593e-09
216,3.5857219024083025e-09,6.503203425896164e-08,5.968545545780075e-09,-0.7220507812500001,5.968545545780075e-09
217,1.981671929058192e-09,6.402052723139129e-08,6.9555917101652375e-09,-0.7144213867187501,6.9555917101652375e-09
218,5.486429517479866e-10,5.3245059285571553e-08,7.087697600033945e-09,-0.7067919921875001,7.087697600033945e-09
219,3.091196537300957e-10,3.7556095334286254e-08,6.671128189198819e-09,-0.6991625976562501,6.671128189198819e-09
220,1.4207080301999007e-09,2.2507793314326197e-08,6.176820123962753e-09,-0.6915332031250001,6.176820123962753e-09
221,3.262565738739657e-09,1.2016006406091307e-08,6.009303832224772e-09,-0.6839038085937501,6.009303832224772e-09
222,5.114460759980158e-09,7.426133654172169e-09,6.4868908743697264e-09,-0.6762744140625001,6.4868908743697264e-09
223,6.6123071292123004e-09,7.714875997044682e-09,7.660884417572762e-09,-0.6686450195312501,7.660884417572762e-09
224,7.787522113285275e-09,1.0578705616904374e-08,9.076501629262087e-09,-0.6610156250000001,9.076501629262087e-09
225,8.9308784764642e-09,1.3961946438696302e-08,9.973344960468167e-09,-0.6533862304687501,9.973344960468167e-09
226,1.0417192904726975e-08,1.701804869419969e-08,9.89154105253543e-09,-0.6457568359375001,9.89154105253543e-09
227,1.2449917902736068e-08,1.984276589105753e-08,9.015311087095354e-09,-0.6381274414062501,9.015311087095354e-09
228,1.4791577469113174e-08,2.259194812351534e-08,7.898618992325335e-09,-0.6304980468750001,7.898618992325335e-09
229,1.6738173191655405e-08,2.5078884915580917e-08,6.964280575537384e-09,-0.6228686523437501,6.964280575537384e-09
230,1.7481808096594243e-08,2.697137722433238e-08,6.264409686929386e-09,-0.6152392578125001,6.264409686929386e-09
231,1.662444434763452e-08,2.788198397662193e-08,5.5672239957019106e-09,-0.6076098632812501,5.5672239957019106e-09
232,1.4420271808107947e-08,2.7203340416175472e-08,4.642600930294242e-09,-0.5999804687500001,4.642600930294242e-09
233,1.156673464612512e-08,2.433804154477226e-08,3.5833822278821454e-09,-0.5923510742187501,3.5833822278821454e-09
234,8.757377260432202e-09,1.9487784766048087e-08,2.824084417255762e-09,-0.5847216796875001,2.824084417255762e-09
235,6.373138347290189e-09,1.4079585788890785e-08,2.6973255921752677e-09,-0.5770922851562501,2.6973255921752677e-09
236,4.4940197170868326e-09,1.0008375912605978e-08,3.0556249390867727e-09,-0.5694628906250001,3.0556249390867727e-09
237,3.0643346780482087e-09,8.232146285819142e-09,3.5652078119285144e-09,-0.5618334960937501,3.5652078119285144e-09
238,1.985410586903544e-09,8.105454630136018e-09,4.2693044131272946e-09,-0.5542041015625001,4.2693044131272946e-09
239,1.2332242354003676e-09,8.09730673457578e-09,5.473345802644682e-09,-0.5465747070312501,5.473345802644682e-09
240,1.1506233748139257e-09,7.135972422293196e-09,7.033143450231562e-09,-0.5389453125000001,7.033143450231562e-09
241,2.5123928519234513e-09,5.322572165652563e-09,8.159113750439036e-09,-0.5313159179687501,8.159113750439036e-09
242,5.821608222760612e-09,3.5274368146969106e-09,8.131350899600051e-09,-0.5236865234375001,8.131350899600051e-09
243,1.034025937832466e-08,2.4639202126186063e-09,6.982693785988397e-09,-0.5160571289062501,6.982693785988397e-09
244,1.4176281190487263e-08,2.1557287809198744e-09,5.336306481256657e-09,-0.5084277343750001,5.336306481256657e-09
245,1.5678040233082006e-08,2.1366439904955357e-09,3.7742935321155905e-09,-0.5007983398437501,3.7742935321155905e-09
