,ku_hh,ku_vv,ku_hv,ku_vh,ku_range
43,3.1561964250814765e-07,2.747317649257095e-07,9.533069744187559e-07,9.533069744187559e-07,-2.04193603515625
44,5.318240565666793e-07,3.2936052286620873e-07,3.5222070905659783e-07,3.5222070905659783e-07,-2.034306640625
45,1.4232961286032246e-06,9.260666886524191e-07,5.136213939478425e-07,5.136213939478425e-07,-2.02667724609375
46,2.6771256885427408e-06,1.8535432598269507e-06,1.34114895867805e-06,1.34114895867805e-06,-2.0190478515625
47,3.826916797146247e-06,2.8500524059334274e-06,2.5355187699785512e-06,2.5355187699785512e-06,-2.01141845703125
48,4.357081304796329e-06,3.6155126482241064e-06,3.6395445712930607e-06,3.6395445712930607e-06,-2.0037890625
49,3.9749947561221575e-06,3.825680549925751e-06,4.141823017056382e-06,4.141823017056382e-06,-1.99615966796875
50,2.8641748653788662e-06,3.308810595603319e-06,3.7523107723959195e-06,3.7523107723959195e-06,-1.9885302734375
51,1.5848607670971968e-06,2.258221288645983e-06,2.6575600025149657e-06,2.6575600025149657e-06,-1.98090087890625
52,6.474414720676313e-07,1.1614530240382766e-06,1.4184148378231049e-06,1.4184148378231049e-06,-1.973271484375
53,1.9472560228046918e-07,4.337549644935072e-07,5.393977129870719e-07,5.393977129870719e-07,-1.96564208984375
54,7.00900227820786e-08,1.4954960828683624e-07,1.517646047809669e-07,1.517646047809669e-07,-1.9580126953125
55,7.357172334766674e-08,1.2971542137704167e-07,8.674037405456394e-08,8.674037405456394e-08,-1.95038330078125
56,1.0047766448296291e-07,1.8672361188353132e-07,1.3570153454529677e-07,1.3570153454529677e-07,-1.94275390625
57,1.2465614669329507e-07,2.3750882473378693e-07,1.899361553564656e-07,1.899361553564656e-07,-1.93512451171875
58,1.4607035385467133e-07,2.688614360914815e-07,2.2370211540681258e-07,2.2370211540681258e-07,-1.9274951171875
59,1.6047625756279732e-07,2.842190644772256e-07,2.401531785339825e-07,2.401531785339825e-07,-1.91986572265625
60,1.5323855199102368e-07,2.798841541690437e-07,2.3787187037285245e-07,2.3787187037285245e-07,-1.912236328125
61,1.1697193842819827e-07,2.431002575058e-07,2.0384906609091548e-07,2.0384906609091548e-07,-1.90460693359375
62,6.933566681326411e-08,1.723284196031774e-07,1.3501176536954932e-07,1.3501176536954932e-07,-1.8969775390625
63,4.210124947038925e-08,9.570790751090984e-08,5.93727674418938e-08,5.93727674418938e-08,-1.88934814453125
64,5.497054506547551e-08,5.419420899421301e-08,2.1432166631848637e-08,2.1432166631848637e-08,-1.88171875
65,1.0554724880091186e-07,6.624820581259479e-08,4.7828330325068556e-08,4.7828330325068556e-08,-1.87408935546875
66,1.766251225242018e-07,1.1710747084012483e-07,1.3312258671404917e-07,1.3312258671404917e-07,-1.8664599609375
67,2.440535160506601e-07,1.7703190963321878e-07,2.4976618603035435e-07,2.4976618603035435e-07,-1.85883056640625
68,2.8400668354327227e-07,2.2073490052931325e-07,3.5989448808968046e-07,3.5989448808968046e-07,-1.851201171875
69,2.8970707442924193e-07,2.3441583441585062e-07,4.2177574925631243e-07,4.2177574925631243e-07,-1.84357177734375
70,2.923677296167268e-07,2.1850330849549907e-07,4.0304543561879294e-07,4.0304543561879294e-07,-1.8359423828125
71,3.581716176860087e-07,1.911393028554545e-07,3.061095369307544e-07,3.061095369307544e-07,-1.82831298828125
72,5.411526080877611e-07,1.826119644705837e-07,1.8559080263257324e-07,1.8559080263257324e-07,-1.82068359375
73,8.217069373781431e-07,2.1287626813115987e-07,1.269026730455161e-07,1.269026730455161e-07,-1.81305419921875
74,1.0951416476009784e-06,2.682663062738552e-07,1.869607227801435e-07,1.869607227801435e-07,-1.8054248046875
75,1.233696321048125e-06,3.063377403922404e-07,3.4494533815435e-07,3.4494533815435e-07,-1.79779541015625
76,1.1696414847839334e-06,2.912761738152071e-07,5.106982232300534e-07,5.106982232300534e-07,-1.790166015625
77,9.309920689415737e-07,2.258212191240261e-07,5.8573250386479e-07,5.8573250386479e-07,-1.78253662109375
78,6.13694561063039e-07,1.483879662040034e-07,5.276533623669447e-07,5.276533623669447e-07,-1.7749072265625
79,3.2266248528572927e-07,1.0067609491422212e-07,3.715035072452967e-07,3.715035072452967e-07,-1.76727783203125
80,1.230701543801909e-07,9.674840805302664e-08,1.968409172058292e-07,1.968409172058292e-07,-1.7596484375
81,2.93082398397763e-08,1.1889624942099529e-07,7.105303255535291e-08,7.105303255535291e-08,-1.75201904296875
82,3.000961393854189e-08,1.40214453089862e-07,1.867370003520807e-08,1.867370003520807e-08,-1.7443896484375
83,1.151292604430231e-07,1.5062970516784562e-07,3.690280425150084e-08,3.690280425150084e-08,-1.73676025390625
84,2.7294618377712297e-07,1.6477869823130205e-07,1.2428276591780416e-07,1.2428276591780416e-07,-1.729130859375
85,4.6612722606491687e-07,2.125070429798151e-07,2.797650695212188e-07,2.797650695212188e-07,-1.72150146484375
86,6.241399637352628e-07,3.200742211926523e-07,4.752370008491952e-07,4.752370008491952e-07,-1.7138720703125
87,6.718560660947496e-07,4.803463739733325e-07,6.419562396679705e-07,6.419562396679705e-07,-1.70624267578125
88,5.779021061526472e-07,6.276032921100675e-07,6.978983862765233e-07,6.978983862765233e-07,-1.69861328125
89,3.8426218093245584e-07,6.631902027394233e-07,6.026942551469276e-07,6.026942551469276e-07,-1.69098388671875
90,1.8467261963786385e-07,5.403007612290253e-07,3.9624589006380915e-07,3.9624589006380915e-07,-1.6833544921875
91,6.032673909510387e-08,3.2543640451166345e-07,1.7947639855784134e-07,1.7947639855784134e-07,-1.67572509765625
92,2.8687522846399024e-08,1.521909221224879e-07,4.332018283477211e-08,4.332018283477211e-08,-1.668095703125
93,5.257488194287041e-08,1.0623211114374705e-07,8.87743056908712e-09,8.87743056908712e-09,-1.66046630859375
94,8.987991205870308e-08,1.649178448595195e-07,3.4333922489859214e-08,3.4333922489859214e-08,-1.6528369140625
95,1.2448213244952787e-07,2.4326076164709175e-07,7.045512900987849e-08,7.045512900987849e-08,-1.64520751953125
96,1.5570564406176772e-07,2.7716791176603175e-07,9.959927378968657e-08,9.959927378968657e-08,-1.637578125
97,1.7693191566141486e-07,2.5846717076247954e-07,1.2794079862642197e-07,1.2794079862642197e-07,-1.62994873046875
98,1.7449832776935955e-07,2.1167298078316854e-07,1.5786804193501896e-07,1.5786804193501896e-07,-1.6223193359375
99,1.4273798921535546e-07,1.5859617171115982e-07,1.7652342252088214e-07,1.7652342252088214e-07,-1.61468994140625
100,9.329796224678092e-08,1.0785624706141308e-07,1.670580526882115e-07,1.670580526882115e-07,-1.607060546875
101,4.8133761214956805e-08,6.689988302902273e-08,1.262672591280158e-07,1.262672591280158e-07,-1.59943115234375
102,2.351574119105882e-08,4.9868966702538765e-08,7.070237952771995e-08,7.070237952771995e-08,-1.5918017578125
103,1.9923747380319913e-08,6.591645119395064e-08,2.5588643998338185e-08,2.5588643998338185e-08,-1.58417236328125
104,2.5983130102116297e-08,1.030732791685639e-07,6.9892245669604585e-09,6.9892245669604585e-09,-1.57654296875
105,3.0497965651836704e-08,1.3220549506110578e-07,1.3470983659551254e-08,1.3470983659551254e-08,-1.56891357421875
106,3.004310286578257e-08,1.3043182526142225e-07,3.220007006497274e-08,3.220007006497274e-08,-1.5612841796875
107,2.713113936211061e-08,9.878519756416714e-08,5.0074316037426214e-08,5.0074316037426214e-08,-1.55365478515625
108,2.451250418846991e-08,5.72936252096603e-08,5.981336557732214e-08,5.981336557732214e-08,-1.546025390625
109,2.2252235942238923e-08,2.6654265007091486e-08,6.004379565241618e-08,6.004379565241618e-08,-1.53839599609375
110,1.8562880440290238e-08,1.546932504847142e-08,5.3355706154019075e-08,5.3355706154019075e-08,-1.5307666015625
111,1.2323966648207538e-08,2.0503054606070006e-08,4.4299281323130786e-08,4.4299281323130786e-08,-1.52313720703125
112,5.790098861707922e-09,3.431875431880876e-08,3.731846070820395e-08,3.731846070820395e-08,-1.5155078125
113,5.4286344175665e-09,5.237808682988558e-08,3.5388655180041425e-08,3.5388655180041425e-08,-1.50787841796875
114,1.7965522016361712e-08,7.590986928746294e-08,4.004703230302981e-08,4.004703230302981e-08,-1.5002490234375
115,4.275699808593648e-08,1.0999729537324e-07,5.1410601039959644e-08,5.1410601039959644e-08,-1.49261962890625
116,6.830148322790147e-08,1.573086502027396e-07,6.664559238301046e-08,6.664559238301046e-08,-1.484990234375
117,7.94924884512109e-08,2.1002512600933738e-07,7.886222234115716e-08,7.886222234115716e-08,-1.47736083984375
118,7.036166748388819e-08,2.467961341254144e-07,8.017287737719006e-08,8.017287737719006e-08,-1.4697314453125
119,4.872219500071468e-08,2.4249269320350917e-07,6.795419543699097e-08,6.795419543699097e-08,-1.46210205078125
120,2.7571467373996343e-08,1.8923160100270632e-07,4.767150880940802e-08,4.767150880940802e-08,-1.45447265625
121,1.3886343522478726e-08,1.1216259613456926e-07,2.832611899734909e-08,2.832611899734909e-08,-1.44684326171875
122,7.159449090375441e-09,6.078904211244568e-08,1.5505312825191467e-08,1.5505312825191467e-08,-1.4392138671875
123,5.886852138849415e-09,7.627182601085535e-08,9.62897795898174e-09,9.62897795898174e-09,-1.43158447265625
124,1.098175593194506e-08,1.600830427224829e-07,9.461175719569648e-09,9.461175719569648e-09,-1.423955078125
125,2.2390995463279463e-08,2.711388061194392e-07,1.4576244545421483e-08,1.4576244545421483e-08,-1.41632568359375
126,3.578709310586126e-08,3.5339987267337567e-07,2.388065658406269e-08,2.388065658406269e-08,-1.4086962890625
127,4.489775601016044e-08,3.7056661293512396e-07,3.385219304019304e-08,3.385219304019304e-08,-1.40106689453125
128,4.627290538334995e-08,3.22972820106541e-07,4.001489735450077e-08,4.001489735450077e-08,-1.3934375
129,4.0536902272448336e-08,2.3983020844406005e-07,3.9948400007957845e-08,3.9948400007957845e-08,-1.38580810546875
130,2.993746288457099e-08,1.5728409866192097e-07,3.4143514095413816e-08,3.4143514095413816e-08,-1.3781787109375
131,1.71222563503256e-08,9.813311012547456e-08,2.4606047513398912e-08,2.4606047513398912e-08,-1.37054931640625
132,7.132001545821787e-09,6.468817012517753e-08,1.454766789802869e-08,1.454766789802869e-08,-1.362919921875
133,7.648426443954489e-09,4.658673167881989e-08,1.0063045312275072e-08,1.0063045312275072e-08,-1.35529052734375
134,2.291592506807468e-08,3.461749590458714e-08,1.9169110493758057e-08,1.9169110493758057e-08,-1.3476611328125
135,4.664460030044444e-08,2.7744342492833233e-08,4.4695093373025797e-08,4.4695093373025797e-08,-1.34003173828125
136,6.442290212742448e-08,2.886906144183169e-08,7.72204369163361e-08,7.72204369163361e-08,-1.33240234375
137,6.583215551906402e-08,3.727856992360037e-08,9.887315739875847e-08,9.887315739875847e-08,-1.32477294921875
138,5.3157404013067145e-08,4.7549360126194866e-08,9.755584835211812e-08,9.755584835211812e-08,-1.3171435546875
139,3.706156242600682e-08,5.470107406023438e-08,7.693752677291968e-08,7.693752677291968e-08,-1.30951416015625
140,2.5619836676726525e-08,5.794766913000816e-08,5.125597779453792e-08,5.125597779453792e-08,-1.301884765625
141,1.9373424568287276e-08,5.942668909477789e-08,3.193582785644881e-08,3.193582785644881e-08,-1.29425537109375
142,1.510108584636258e-08,6.145056920596943e-08,2.09365145375492e-08,2.09365145375492e-08,-1.2866259765625
143,1.1041337605895837e-08,6.551459690798865e-08,1.4801238937070764e-08,1.4801238937070764e-08,-1.27899658203125
144,8.046117400276949e-09,7.172628343725642e-08,1.0975968774874644e-08,1.0975968774874644e-08,-1.2713671875
145,7.73051456647949e-09,7.743090051238408e-08,9.272010129572455e-09,9.272010129572455e-09,-1.26373779296875
146,1.0564744738169206e-08,7.745600943975598e-08,9.843616691093745e-09,9.843616691093745e-09,-1.2561083984375
147,1.5152067811852887e-08,6.778585028447062e-08,1.1891662045467559e-08,1.1891662045467559e-08,-1.24847900390625
148,1.896890768855642e-08,4.960131431934916e-08,1.4093311035063772e-08,1.4093311035063772e-08,-1.240849609375
149,2.0117146068428173e-08,2.9154616851708373e-08,1.547482866829055e-08,1.547482866829055e-08,-1.23322021484375
150,1.8437833597431104e-08,1.3380821296602783e-08,1.583769609646727e-08,1.583769609646727e-08,-1.2255908203125
151,1.4936515131907902e-08,5.4883853843102e-09,1.547249340360054e-08,1.547249340360054e-08,-1.21796142578125
152,1.0689968482279416e-08,4.099238222025227e-09,1.4431407406693679e-08,1.4431407406693679e-08,-1.21033203125
153,6.60245707937629e-09,5.708838089873486e-09,1.2358756426130206e-08,1.2358756426130206e-08,-1.20270263671875
154,3.4652896382001395e-09,7.685071956054407e-09,9.257400239950099e-09,9.257400239950099e-09,-1.1950732421875
155,1.6511430162090322e-09,9.512313684397403e-09,5.962116253485498e-09,5.962116253485498e-09,-1.18744384765625
156,1.4073478876771803e-09,1.224346403753369e-08,3.504789759208996e-09,3.504789759208996e-09,-1.179814453125
157,4.043681406027426e-09,1.7541769430054676e-08,2.6546779168837187e-09,2.6546779168837187e-09,-1.17218505859375
158,1.1906799515355681e-08,2.6923610415259045e-08,4.668451848971612e-09,4.668451848971612e-09,-1.1645556640625
159,2.5799382569629337e-08,4.059682105585989e-08,1.1664098087879959e-08,1.1664098087879959e-08,-1.15692626953125
160,4.2211761090798684e-08,5.600553591007248e-08,2.4787163260422355e-08,2.4787163260422355e-08,-1.149296875
161,5.3860017316895675e-08,6.77939929107732e-08,4.1465101701342874e-08,4.1465101701342874e-08,-1.14166748046875
162,5.401930051357899e-08,7.037700687419897e-08,5.500553610505614e-08,5.500553610505614e-08,-1.1340380859375
163,4.1718916091456593e-08,6.169490214541659e-08,5.806627409559205e-08,5.806627409559205e-08,-1.12640869140625
164,2.3583147362565396e-08,4.513046302626278e-08,4.8126634389161744e-08,4.8126634389161744e-08,-1.118779296875
165,9.726386165295169e-09,2.7720832193531034e-08,3.0537337404570096e-08,3.0537337404570096e-08,-1.11114990234375
166,6.191082627832998e-09,1.569270523126797e-08,1.5365431622584252e-08,1.5365431622584252e-08,-1.1035205078125
167,1.100688966300659e-08,1.0814057489310878e-08,9.677712126281263e-09,9.677712126281263e-09,-1.09589111328125
168,1.7922034541787837e-08,1.0687977950552593e-08,1.259289373675181e-08,1.259289373675181e-08,-1.08826171875
169,2.3023393060823593e-08,1.2326826480097243e-08,1.8097763152769286e-08,1.8097763152769286e-08,-1.08063232421875
170,2.6668403854978484e-08,1.4937430496982382e-08,2.1627718101056116e-08,2.1627718101056116e-08,-1.0730029296875
171,3.035177498220776e-08,1.9343181207158055e-08,2.2864079177015037e-08,2.2864079177015037e-08,-1.06537353515625
172,3.415589401761063e-08,2.5904069898662382e-08,2.3566095103875364e-08,2.3566095103875364e-08,-1.057744140625
173,3.721757099476825e-08,3.384288792779034e-08,2.5080466759719193e-08,2.5080466759719193e-08,-1.05011474609375
174,3.8540503200347894e-08,4.180912807874976e-08,2.781370011945713e-08,2.781370011945713e-08,-1.0424853515625
175,3.6790823920927514e-08,4.798130264005192e-08,3.0993630440455836e-08,3.0993630440455836e-08,-1.03485595703125
176,3.0964611998464e-08,5.005582787288674e-08,3.2372196196598336e-08,3.2372196196598336e-08,-1.0272265625
177,2.2185833372547673e-08,4.652290139498902e-08,2.9619546996950084e-08,2.9619546996950084e-08,-1.01959716796875
178,1.3854255069566298e-08,3.8365023644009695e-08,2.2782495952510894e-08,2.2782495952510894e-08,-1.0119677734375
179,9.068989658453613e-09,2.8805863532532816e-08,1.4662742151555942e-08,1.4662742151555942e-08,-1.00433837890625
180,8.129637726867512e-09,2.096613382104425e-08,8.388913100651817e-09,8.388913100651817e-09,-0.9967089843750001
181,8.82321880440852e-09,1.596100300495721e-08,5.102854643941901e-09,5.102854643941901e-09,-0.9890795898437501
182,8.751971547545272e-09,1.3166129213318908e-08,3.987443117303723e-09,3.987443117303723e-09,-0.9814501953125001
183,7.249507327602687e-09,1.1573204814566817e-08,3.629888168505208e-09,3.629888168505208e-09,-0.9738208007812501
184,5.6610220037801564e-09,1.0381371543195039e-08,2.962547079373232e-09,2.962547079373232e-09,-0.9661914062500001
185,6.126589652980097e-09,8.763514217522976e-09,1.7048215655436276e-09,1.7048215655436276e-09,-0.9585620117187501
186,9.47817432510515e-09,6.074747756359197e-09,7.242879204369125e-10,7.242879204369125e-10,-0.9509326171875001
187,1.371998293671177e-08,2.7674057965488048e-09,1.6302650117657493e-09,1.6302650117657493e-09,-0.9433032226562501
188,1.5115443354933098e-08,6.218903631343124e-10,5.149709410749094e-09,5.149709410749094e-09,-0.9356738281250001
189,1.1753756038589121e-08,1.2566667725347749e-09,9.844042334506543e-09,9.844042334506543e-09,-0.9280444335937501
190,5.944603788881878e-09,4.1593344817633915e-09,1.3065386288439205e-08,1.3065386288439205e-08,-0.9204150390625001
191,2.1575463922917106e-09,6.678903967354646e-09,1.3305441123912576e-08,1.3305441123912576e-08,-0.9127856445312501
192,2.5435366485541233e-09,6.45802457723642e-09,1.111192472101528e-08,1.111192472101528e-08,-0.9051562500000001
193,5.492072877175877e-09,3.7469889187520374e-09,7.811634125198772e-09,7.811634125198772e-09,-0.8975268554687501
194,8.725939351747296e-09,9.604119621988893e-10,4.305012185943595e-09,4.305012185943595e-09,-0.8898974609375001
195,1.2230447151713091e-08,1.1374264370772184e-10,1.4369477633053583e-09,1.4369477633053583e-09,-0.8822680664062501
196,1.6852699741019308e-08,1.168357745807368e-09,4.140296578779228e-10,4.140296578779228e-10,-0.8746386718750001
197,2.1020225788743827e-08,2.7763065632007223e-09,1.7028764337699907e-09,1.7028764337699907e-09,-0.8670092773437501
198,2.105809580738828e-08,3.9030368154132555e-09,3.864610564636799e-09,3.864610564636799e-09,-0.8593798828125001
199,1.553703304719682e-08,4.390567229462538e-09,4.595163697453829e-09,4.595163697453829e-09,-0.8517504882812501
200,8.04137683787704e-09,4.5084893405306094e-09,3.163055224248986e-09,3.163055224248986e-09,-0.8441210937500001
201,4.197538746260254e-09,4.606107754554091e-09,1.1808080099152924e-09,1.1808080099152924e-09,-0.8364916992187501
202,6.010878517199552e-09,5.102423694529643e-09,7.319495943566394e-10,7.319495943566394e-10,-0.8288623046875001
203,1.009778192027578e-08,6.29397080567314e-09,2.264111867105203e-09,2.264111867105203e-09,-0.8212329101562501
204,1.1698629085841893e-08,8.005464686742514e-09,4.635636339566541e-09,4.635636339566541e-09,-0.8136035156250001
205,9.53513881544756e-09,9.680224356119973e-09,6.701419435875756e-09,6.701419435875756e-09,-0.8059741210937501
206,6.184839861754255e-09,1.0972654638627631e-08,8.1870584955175e-09,8.1870584955175e-09,-0.7983447265625001
207,4.508941596347313e-09,1.2089671825672299e-08,9.145048774944933e-09,9.145048774944933e-09,-0.7907153320312501
208,4.859144656825831e-09,1.3331420203806464e-08,9.294666784944057e-09,9.294666784944057e-09,-0.7830859375000001
209,5.700424320681339e-09,1.4327091255208068e-08,8.272682945544089e-09,8.272682945544089e-09,-0.7754565429687501
210,5.840988377821011e-09,1.4005581877638804e-08,6.242865756220346e-09,6.242865756220346e-09,-0.7678271484375001
211,5.369161114807973e-09,1.162863060614527e-08,3.94462646678423e-09,3.94462646678423e-09,-0.7601977539062501
212,4.824547102843355e-09,7.977098337721374e-09,2.2292801963114197e-09,2.2292801963114197e-09,-0.7525683593750001
213,4.250152283882332e-09,5.375229843787079e-09,1.6521570989387166e-09,1.6521570989387166e-09,-0.7449389648437501
214,3.394394418123552e-09,6.1598562157129235e-09,2.2858970957054317e-09,2.2858970957054317e-09,-0.7373095703125001
215,2.596781313143044e-09,1.0637995705671653e-08,3.684121911922159e-09,3.684121911922159e-09,-0.7296801757812501
216,3.003958017851961e-09,1.626115936972532e-08,5.126120219728021e-09,5.126120219728021e-09,-0.7220507812500001
217,5.617650385863097e-09,1.902759910441502e-08,6.116043140269937e-09,6.116043140269937e-09,-0.7144213867187501
218,1.0158792656569517e-08,1.6394473594238766e-08,6.656227889363511e-09,6.656227889363511e-09,-0.7067919921875001
219,1.50241991861053e-08,9.49810518483643e-09,6.999792363026428e-09,6.999792363026428e-09,-0.6991625976562501
220,1.8392023988693528e-08,2.645522557325567e-09,7.2989563590665214e-09,7.2989563590665214e-09,-0.6915332031250001
221,1.9350640672035663e-08,1.5179434833617696e-10,7.629553349971802e-09,7.629553349971802e-09,-0.6839038085937501
222,1.8115499037760538e-08,3.04769736871674e-09,8.156092357931975e-09,8.156092357931975e-09,-0.6762744140625001
223,1.548554935206512e-08,8.533795594676808e-09,8.956419128411158e-09,8.956419128411158e-09,-0.6686450195312501
224,1.2305240187222922e-08,1.2599937995470617e-08,9.70767684312697e-09,9.70767684312697e-09,-0.6610156250000001
225,9.32710165883284e-09,1.3250686010788376e-08,9.84144065779431e-09,9.84144065779431e-09,-0.6533862304687501
226,7.224852918603574e-09,1.1428785505027293e-08,9.115269831735941e-09,9.115269831735941e-09,-0.6457568359375001
227,6.431004020685342e-09,9.356422807808708e-09,7.874328282380092e-09,7.874328282380092e-09,-0.6381274414062501
228,6.8814752784225874e-09,8.518362425971648e-09,6.697537906833544e-09,6.697537906833544e-09,-0.6304980468750001
229,7.959950743657543e-09,9.12274691684844e-09,5.916297217062004e-09,5.916297217062004e-09,-0.6228686523437501
230,8.781502600030142e-09,1.0661484342013907e-08,5.466774394375336e-09,5.466774394375336e-09,-0.6152392578125001
231,8.769019106270416e-09,1.2316039995654177e-08,5.030729890594079e-09,5.030729890594079e-09,-0.6076098632812501
232,8.193887200111551e-09,1.3082355425990165e-08,4.325053797036101e-09,4.325053797036101e-09,-0.5999804687500001
233,7.979975494988748e-09,1.2249390957636074e-08,3.4330569096686776e-09,3.4330569096686776e-09,-0.5923510742187501
234,8.538389923545506e-09,1.002226334605634e-08,2.8082519622908504e-09,2.8082519622908504e-09,-0.5847216796875001
235,8.89569483474718e-09,7.430135297562653e-09,2.7585179674876163e-09,2.7585179674876163e-09,-0.5770922851562501
236,7.681973172639316e-09,5.580187968150884e-09,3.0625278074485876e-09,3.0625278074485876e-09,-0.5694628906250001
237,5.172415765822656e-09,5.208951716518117e-09,3.41349395574501e-09,3.41349395574501e-09,-0.5618334960937501
238,3.5299614839117347e-09,6.728518593546174e-09,4.083700940307549e-09,4.083700940307549e-09,-0.5542041015625001
239,4.4059245843407305e-09,1.0016464463720146e-08,5.624286030679991e-09,5.624286030679991e-09,-0.5465747070312501
240,6.8494993583948825e-09,1.3926631107457848e-08,7.850877119817445e-09,7.850877119817445e-09,-0.5389453125000001
241,8.318020515233865e-09,1.657612559591611e-08,9.629932391985188e-09,9.629932391985188e-09,-0.5313159179687501
242,7.425777860096754e-09,1.6650716304720308e-08,9.906177795997256e-09,9.906177795997256e-09,-0.5236865234375001
243,5.0042012162250056e-09,1.435768091575401e-08,8.65340921408109e-09,8.65340921408109e-09,-0.5160571289062501
244,2.728841489761276e-09,1.0962136112550897e-08,6.674396626464998e-09,6.674396626464998e-09,-0.5084277343750001
245,1.5479374967759074e-09,7.647690239894521e-09,4.7635298837141715e-09,4.7635298837141715e-09,-0.5007983398437501
